Zone Type,Occupancy,Temperature,Humidity,Weekend,Day/Night,HVAC Status,Fan Status,Lighting Status,Energy Consumption
Office,78,18.24,68.75,No,Night,ON,ON,ON,56.5
Corridor,77,28.55,59.89,Yes,Day,OFF,ON,OFF,44.08
Office,3,29.78,44.55,No,Day,ON,ON,ON,53.22
Corridor,3,33.3,34.38,No,Day,OFF,OFF,OFF,33.25
Office,88,30.86,66.0,No,Day,ON,ON,ON,71.16
Floor,74,24.85,71.48,No,Night,ON,OFF,ON,68.18
Meeting Hall,32,31.01,68.56,Yes,Day,OFF,OFF,OFF,45.85
Floor,10,28.63,31.98,No,Day,ON,ON,ON,72.12
Corridor,75,27.97,32.75,Yes,Day,OFF,ON,ON,47.86
Floor,78,19.25,35.16,No,Day,ON,ON,OFF,72.07
Corridor,56,27.17,71.22,Yes,Night,ON,ON,ON,50.34
Office,25,32.74,60.53,No,Night,ON,ON,OFF,44.11
Office,87,25.43,59.49,No,Day,ON,ON,ON,69.97
Corridor,25,29.97,40.67,No,Day,ON,OFF,OFF,40.02
Floor,53,33.36,33.83,No,Day,ON,ON,OFF,70.53
Office,26,27.08,69.81,No,Day,ON,OFF,ON,52.67
Meeting Hall,99,19.5,71.42,No,Day,ON,ON,OFF,71.95
Office,90,18.92,42.57,No,Night,ON,ON,ON,59.61
Meeting Hall,53,31.56,71.3,No,Day,ON,ON,ON,71.83
Floor,1,18.56,45.65,No,Day,ON,ON,OFF,59.67
Meeting Hall,86,34.98,70.6,No,Day,ON,OFF,OFF,67.5
Meeting Hall,8,20.17,33.43,No,Day,ON,ON,ON,54.95
Meeting Hall,71,31.18,47.24,Yes,Night,OFF,ON,OFF,49.63
Meeting Hall,63,32.75,68.52,No,Day,OFF,ON,OFF,56.16
Office,64,23.21,44.44,No,Day,ON,ON,ON,62.66
Meeting Hall,20,27.21,32.01,No,Day,ON,OFF,OFF,53.62
Office,25,34.19,37.52,No,Night,ON,OFF,ON,43.22
Meeting Hall,14,34.24,78.08,No,Day,OFF,OFF,ON,48.12
Corridor,42,33.81,60.01,Yes,Night,ON,ON,OFF,42.9
Floor,88,22.67,38.85,No,Day,ON,ON,OFF,68.15
Meeting Hall,38,19.01,62.38,Yes,Night,ON,ON,ON,48.94
Corridor,15,19.75,61.17,No,Night,OFF,OFF,OFF,22.46
Meeting Hall,34,20.41,50.39,Yes,Day,OFF,ON,OFF,44.28
Meeting Hall,22,29.42,63.34,No,Night,ON,OFF,ON,54.59
Meeting Hall,11,31.64,35.59,No,Day,ON,OFF,OFF,46.65
Corridor,55,18.86,46.07,Yes,Day,OFF,OFF,ON,33.77
Floor,51,33.14,31.88,No,Day,ON,ON,ON,77.42
Corridor,18,30.7,75.72,No,Day,ON,ON,OFF,49.32
Floor,97,27.01,74.65,No,Day,OFF,OFF,OFF,68.13
Meeting Hall,61,34.83,40.2,No,Night,ON,OFF,ON,64.36
Office,7,22.51,65.38,Yes,Night,ON,OFF,ON,37.58
Meeting Hall,86,21.71,70.65,Yes,Day,ON,ON,ON,72.44
Floor,10,23.69,50.36,No,Night,OFF,OFF,ON,45.23
Corridor,42,26.95,70.85,No,Day,ON,ON,OFF,50.29
Meeting Hall,97,24.58,54.62,No,Day,OFF,ON,OFF,59.07
Corridor,68,32.1,69.86,Yes,Night,ON,OFF,OFF,41.29
Corridor,36,33.21,67.87,Yes,Day,OFF,ON,ON,50.2
Corridor,24,34.43,58.1,No,Day,OFF,OFF,ON,44.16
Meeting Hall,87,31.91,55.37,Yes,Night,ON,ON,OFF,58.98
Corridor,23,28.34,44.64,No,Day,ON,ON,ON,49.53
Corridor,33,28.43,50.57,Yes,Day,ON,ON,ON,51.96
Meeting Hall,81,21.17,49.59,Yes,Day,OFF,ON,OFF,52.98
Corridor,11,22.47,35.16,No,Day,ON,ON,OFF,42.85
Meeting Hall,41,34.95,56.2,No,Night,OFF,ON,ON,55.94
Floor,78,22.44,59.02,No,Day,ON,OFF,ON,76.15
Floor,11,25.94,78.45,Yes,Day,ON,ON,ON,67.26
Floor,28,24.55,44.14,No,Day,OFF,OFF,ON,55.81
Corridor,92,29.7,49.97,No,Day,ON,ON,ON,69.11
Office,19,23.7,57.59,No,Day,ON,OFF,OFF,41.74
Office,78,29.61,72.65,No,Day,OFF,ON,OFF,51.0
Corridor,2,34.33,42.9,No,Day,ON,ON,ON,46.79
Office,79,22.29,41.72,No,Day,OFF,OFF,OFF,43.2
Meeting Hall,60,24.3,56.59,No,Day,OFF,ON,OFF,52.17
Office,82,23.82,36.43,No,Night,OFF,OFF,OFF,35.2
Corridor,70,23.11,64.82,Yes,Night,ON,ON,OFF,45.14
Corridor,99,22.59,72.99,No,Night,ON,OFF,OFF,49.98
Meeting Hall,21,28.71,31.48,No,Day,ON,ON,ON,66.06
Floor,78,27.32,39.75,No,Day,ON,ON,OFF,76.98
Corridor,72,26.65,58.96,No,Night,OFF,ON,ON,42.73
Meeting Hall,16,31.61,71.39,No,Day,ON,ON,OFF,63.22
Office,96,20.49,54.5,No,Day,ON,ON,OFF,59.36
Office,1,20.89,69.22,No,Night,ON,ON,ON,39.53
Meeting Hall,6,26.72,51.11,No,Night,ON,ON,ON,57.84
Meeting Hall,94,24.01,49.38,No,Night,ON,OFF,ON,65.79
Corridor,13,20.95,39.08,No,Night,ON,OFF,ON,34.53
Office,100,29.74,37.58,No,Day,OFF,ON,OFF,58.8
Meeting Hall,3,26.43,67.26,Yes,Day,ON,ON,ON,57.28
Office,44,21.44,38.47,No,Night,ON,ON,ON,53.46
Meeting Hall,62,22.49,50.39,Yes,Day,ON,OFF,OFF,50.76
Office,9,30.29,57.25,No,Night,ON,ON,ON,45.99
Floor,44,23.57,43.22,No,Day,ON,OFF,OFF,61.55
Corridor,85,21.48,71.62,No,Day,OFF,ON,ON,56.25
Office,87,34.42,50.24,No,Night,ON,ON,ON,62.74
Floor,43,19.5,48.84,No,Day,ON,ON,OFF,59.38
Office,54,20.5,38.91,No,Night,OFF,ON,OFF,28.18
Office,17,30.19,40.99,No,Day,OFF,ON,ON,43.62
Floor,10,25.24,44.56,No,Night,ON,OFF,ON,57.27
Office,53,30.8,47.47,Yes,Day,ON,ON,OFF,53.39
Office,0,27.4,65.06,No,Day,OFF,ON,ON,43.09
Corridor,52,18.68,79.82,No,Day,ON,OFF,ON,53.07
Floor,95,29.63,55.33,Yes,Day,ON,ON,OFF,74.23
Floor,79,31.7,65.27,No,Night,ON,ON,OFF,71.64
Meeting Hall,77,27.4,42.19,No,Day,ON,OFF,OFF,65.74
Office,32,23.23,77.35,No,Day,ON,OFF,ON,53.65
Corridor,6,18.26,70.52,No,Day,ON,ON,ON,43.69
Office,82,33.41,64.25,No,Day,ON,OFF,OFF,60.94
Office,24,30.02,45.67,No,Day,OFF,ON,ON,44.73
Meeting Hall,68,18.76,34.08,Yes,Day,ON,ON,ON,64.15
Office,48,32.29,78.41,No,Day,ON,ON,OFF,59.83
Corridor,73,18.9,66.26,No,Night,ON,ON,OFF,49.01
Corridor,3,30.1,36.83,No,Day,OFF,OFF,ON,35.54
Meeting Hall,23,29.8,57.59,Yes,Night,ON,OFF,ON,43.61
Office,45,33.57,60.55,Yes,Day,OFF,ON,ON,52.8
Corridor,69,20.81,52.17,Yes,Day,ON,ON,OFF,48.03
Office,11,27.64,53.59,No,Day,OFF,OFF,OFF,34.68
Office,61,27.26,57.3,No,Day,OFF,OFF,ON,49.45
Office,83,18.59,70.08,Yes,Day,OFF,ON,ON,50.49
Meeting Hall,89,28.85,70.58,No,Night,ON,ON,OFF,65.24
Office,75,22.32,78.03,No,Day,ON,OFF,OFF,49.43
Corridor,61,23.65,38.6,No,Night,ON,OFF,OFF,39.91
Office,96,22.1,35.51,No,Day,ON,ON,ON,68.29
Corridor,61,18.95,60.53,Yes,Day,ON,OFF,OFF,43.32
Office,75,20.83,65.19,No,Day,ON,ON,ON,62.61
Corridor,57,21.52,47.0,Yes,Night,OFF,ON,ON,33.99
Corridor,37,27.81,79.24,No,Day,OFF,ON,ON,46.6
Office,67,20.29,72.06,No,Night,ON,ON,OFF,48.72
Office,16,33.65,54.66,No,Day,ON,OFF,ON,57.75
Corridor,9,21.94,66.21,No,Day,OFF,ON,ON,36.31
Floor,82,29.08,52.65,No,Day,ON,ON,ON,89.64
Meeting Hall,42,20.68,39.98,No,Night,ON,OFF,ON,52.06
Floor,32,31.52,37.97,No,Night,ON,ON,ON,70.2
Floor,36,19.22,44.5,Yes,Day,ON,OFF,ON,63.19
Office,27,30.54,74.79,No,Night,ON,OFF,OFF,42.83
Meeting Hall,45,24.68,48.79,No,Day,OFF,ON,ON,56.36
Floor,1,25.91,75.34,No,Night,ON,ON,ON,62.54
Office,45,24.23,69.91,No,Night,ON,OFF,ON,53.04
Floor,37,24.83,60.35,No,Night,ON,ON,OFF,57.8
Floor,37,18.09,74.87,No,Night,OFF,ON,ON,50.46
Office,20,18.44,39.47,No,Day,OFF,OFF,ON,35.75
Office,22,31.5,33.81,No,Day,ON,ON,OFF,50.06
Office,32,21.63,67.52,Yes,Day,OFF,ON,OFF,37.41
Meeting Hall,89,28.32,75.27,No,Day,ON,OFF,OFF,67.9
Floor,42,29.11,49.15,No,Day,ON,OFF,ON,70.93
Office,93,29.87,30.23,No,Day,OFF,ON,ON,56.9
Corridor,67,28.15,68.32,No,Day,ON,ON,OFF,59.21
Floor,69,28.69,48.25,No,Day,ON,ON,OFF,76.54
Corridor,97,27.89,59.28,No,Day,OFF,OFF,OFF,46.85
Meeting Hall,63,33.78,40.47,No,Day,ON,OFF,ON,68.11
Office,83,29.3,64.07,Yes,Night,ON,ON,OFF,54.73
Corridor,63,24.0,56.59,No,Day,ON,OFF,OFF,50.04
Meeting Hall,36,24.06,31.41,No,Night,ON,ON,ON,54.41
Office,78,19.35,30.31,Yes,Day,ON,OFF,OFF,51.46
Corridor,22,34.86,51.89,No,Day,ON,ON,OFF,46.73
Corridor,72,33.14,38.2,No,Day,OFF,OFF,ON,53.27
Meeting Hall,33,18.73,75.28,No,Day,OFF,OFF,ON,55.0
Office,33,32.65,35.22,Yes,Day,ON,OFF,ON,45.89
Office,26,20.35,65.81,Yes,Day,ON,OFF,OFF,36.01
Corridor,79,22.06,47.5,No,Day,OFF,OFF,OFF,46.25
Corridor,3,29.57,76.75,Yes,Day,OFF,OFF,OFF,27.49
Corridor,91,30.41,36.65,No,Night,ON,OFF,OFF,50.89
Office,80,26.6,68.89,Yes,Day,OFF,OFF,ON,51.61
Meeting Hall,75,34.45,77.96,No,Day,ON,OFF,OFF,63.52
Meeting Hall,68,26.32,77.85,Yes,Day,OFF,ON,ON,61.51
Office,98,22.39,42.81,No,Day,ON,ON,OFF,58.72
Floor,99,18.15,44.82,No,Night,OFF,ON,ON,66.61
Meeting Hall,93,32.74,37.47,Yes,Day,ON,ON,ON,68.77
Corridor,62,24.72,48.63,No,Day,OFF,OFF,ON,46.62
Floor,77,31.3,64.1,No,Day,ON,ON,ON,84.78
Floor,13,31.16,30.54,No,Day,ON,ON,OFF,64.92
Meeting Hall,65,18.74,62.52,No,Day,OFF,ON,ON,62.31
Floor,27,31.97,30.89,Yes,Night,OFF,ON,ON,51.26
Floor,20,22.92,63.37,Yes,Day,ON,ON,OFF,63.75
Meeting Hall,78,32.3,72.02,No,Day,ON,OFF,ON,69.06
Meeting Hall,86,26.37,48.01,No,Day,OFF,OFF,OFF,61.35
Floor,9,28.06,50.33,No,Day,OFF,ON,OFF,50.4
Corridor,25,19.72,66.38,No,Day,ON,ON,ON,52.27
Office,34,24.45,70.46,No,Day,ON,OFF,ON,55.46
Floor,33,34.51,79.98,Yes,Day,OFF,OFF,OFF,52.85
Floor,1,33.74,57.03,No,Day,OFF,ON,OFF,57.06
Corridor,94,34.9,72.73,No,Day,OFF,ON,ON,62.85
Floor,42,26.67,32.81,No,Day,OFF,ON,ON,65.06
Floor,43,31.91,35.35,No,Day,OFF,ON,OFF,58.65
Office,43,25.74,73.52,No,Day,OFF,ON,ON,51.82
Office,42,34.0,48.92,No,Day,OFF,OFF,ON,46.63
Office,51,34.76,41.3,No,Day,OFF,OFF,OFF,43.34
Meeting Hall,4,32.92,50.26,No,Night,OFF,ON,OFF,35.9
Meeting Hall,18,28.56,56.28,No,Night,ON,OFF,ON,54.2
Office,29,34.81,46.21,Yes,Night,ON,OFF,ON,45.37
Office,48,34.72,39.88,Yes,Night,ON,OFF,ON,46.19
Meeting Hall,62,26.08,31.85,No,Night,OFF,OFF,ON,50.97
Corridor,80,23.16,68.38,No,Night,ON,OFF,ON,45.95
Floor,28,21.19,75.2,No,Night,ON,ON,OFF,54.8
Floor,75,29.51,30.86,No,Night,ON,ON,OFF,67.13
Office,71,18.59,47.47,No,Day,OFF,OFF,ON,44.96
Corridor,78,30.99,74.63,No,Day,OFF,ON,OFF,53.88
Meeting Hall,52,18.87,31.03,No,Night,OFF,OFF,ON,45.49
Office,97,22.51,66.57,No,Day,ON,OFF,ON,66.92
Corridor,27,26.47,42.16,Yes,Night,ON,ON,ON,37.88
Corridor,84,19.66,68.65,Yes,Day,ON,ON,ON,56.63
Corridor,52,18.62,63.96,No,Day,ON,ON,ON,55.53
Meeting Hall,16,26.16,77.06,No,Night,OFF,ON,OFF,41.48
Meeting Hall,81,33.07,45.33,Yes,Night,ON,ON,ON,65.31
Floor,23,24.94,37.58,Yes,Day,ON,ON,ON,65.81
Floor,87,21.4,54.75,No,Night,ON,ON,ON,75.97
Corridor,75,24.94,79.24,Yes,Night,ON,ON,OFF,49.22
Corridor,64,30.28,32.02,No,Day,ON,ON,ON,62.74
Meeting Hall,35,18.7,38.92,No,Day,ON,OFF,ON,55.07
Floor,31,18.52,72.86,Yes,Day,ON,OFF,ON,60.67
Corridor,68,25.87,64.31,No,Day,ON,ON,ON,60.35
Floor,25,29.5,51.25,Yes,Day,ON,ON,ON,70.89
Floor,55,28.43,54.68,No,Day,ON,OFF,ON,73.53
Corridor,66,28.84,42.79,Yes,Day,OFF,ON,OFF,47.92
Meeting Hall,32,20.82,78.12,Yes,Night,ON,ON,OFF,44.96
Corridor,38,27.16,47.15,Yes,Day,ON,ON,ON,48.25
Corridor,83,24.42,48.99,Yes,Day,OFF,ON,ON,57.19
Floor,57,19.88,53.45,Yes,Day,ON,ON,ON,72.97
Corridor,11,20.18,40.68,No,Night,ON,ON,OFF,30.03
Meeting Hall,83,28.97,39.82,No,Night,ON,ON,ON,64.97
Corridor,80,34.27,60.03,No,Day,ON,ON,OFF,68.5
Meeting Hall,42,19.81,68.73,No,Night,ON,ON,ON,53.87
Meeting Hall,71,26.41,67.61,No,Night,ON,OFF,ON,61.71
Floor,12,22.21,58.28,No,Night,OFF,ON,ON,50.93
Office,72,22.79,61.95,No,Night,ON,ON,ON,60.35
Office,82,21.82,58.18,No,Day,OFF,OFF,ON,57.4
Floor,89,27.28,73.75,No,Day,OFF,ON,ON,77.36
Corridor,4,18.96,49.37,No,Day,OFF,ON,ON,40.37
Floor,44,30.62,36.16,No,Day,OFF,ON,OFF,63.36
Meeting Hall,88,28.31,51.77,No,Day,ON,OFF,OFF,69.82
Office,4,24.54,73.54,No,Night,OFF,OFF,ON,32.79
Floor,22,21.7,75.04,No,Day,ON,ON,ON,67.0
Corridor,34,27.12,59.47,No,Night,OFF,ON,ON,43.92
Floor,95,34.24,33.11,No,Day,ON,ON,OFF,80.81
Office,53,30.04,66.12,No,Day,ON,OFF,ON,62.74
Floor,48,22.75,62.65,No,Day,OFF,OFF,OFF,48.57
Floor,69,30.63,52.58,Yes,Day,ON,ON,OFF,73.82
Office,77,26.57,38.15,Yes,Night,ON,ON,ON,58.97
Meeting Hall,92,18.82,60.32,No,Night,ON,ON,OFF,56.42
Meeting Hall,36,28.5,54.12,No,Day,OFF,ON,ON,57.6
Office,21,21.98,33.02,Yes,Night,ON,OFF,ON,31.49
Floor,83,24.96,49.89,No,Night,OFF,ON,OFF,58.71
Office,7,26.13,76.93,No,Day,OFF,ON,ON,46.88
Meeting Hall,90,31.59,50.57,No,Day,ON,OFF,OFF,66.79
Corridor,56,27.86,51.47,Yes,Day,ON,ON,OFF,51.18
Floor,70,23.78,57.87,Yes,Day,OFF,OFF,OFF,56.02
Meeting Hall,59,29.17,44.86,No,Night,ON,ON,OFF,56.01
Floor,54,21.27,33.68,No,Day,ON,ON,ON,71.73
Office,33,31.99,60.06,No,Day,ON,OFF,ON,58.53
Corridor,40,21.42,54.75,No,Day,ON,OFF,OFF,46.11
Office,27,27.5,64.16,No,Night,ON,ON,ON,45.8
Corridor,30,21.49,53.82,No,Night,ON,OFF,ON,47.3
Floor,20,23.53,42.37,No,Day,ON,OFF,ON,62.75
Floor,73,25.18,49.22,No,Day,ON,OFF,ON,77.58
Office,50,24.25,30.68,No,Day,ON,OFF,ON,56.41
Corridor,35,33.88,37.76,No,Night,OFF,ON,ON,41.43
Corridor,76,21.8,69.3,No,Day,OFF,ON,ON,50.22
Floor,25,21.06,76.58,No,Night,ON,OFF,OFF,50.92
Office,97,26.8,48.26,No,Night,ON,ON,ON,62.16
Corridor,18,34.13,76.37,No,Day,OFF,OFF,OFF,34.77
Floor,5,26.56,61.77,No,Day,ON,ON,ON,61.81
Meeting Hall,47,34.31,44.02,Yes,Day,OFF,OFF,OFF,49.0
Office,14,21.24,59.99,No,Day,ON,ON,OFF,43.03
Meeting Hall,48,18.17,70.41,Yes,Day,OFF,ON,ON,58.55
Office,17,23.15,69.29,Yes,Day,ON,OFF,ON,47.32
Floor,83,28.85,74.26,No,Day,ON,OFF,OFF,74.87
Corridor,64,28.06,69.36,Yes,Day,OFF,ON,OFF,44.18
Corridor,21,22.11,64.78,Yes,Night,OFF,ON,OFF,20.26
Corridor,59,29.25,49.19,No,Day,ON,OFF,ON,62.87
Office,35,32.11,38.99,No,Day,OFF,OFF,OFF,39.17
Floor,81,29.68,35.63,No,Night,ON,ON,ON,80.16
Meeting Hall,9,30.37,70.63,Yes,Day,OFF,ON,ON,50.18
Floor,19,23.23,68.34,Yes,Night,ON,ON,ON,63.43
Meeting Hall,69,27.0,74.72,Yes,Night,ON,OFF,ON,58.97
Office,60,18.73,33.53,No,Day,OFF,ON,OFF,39.74
Office,100,24.1,61.77,Yes,Day,ON,ON,OFF,61.82
Meeting Hall,58,31.87,66.02,No,Day,ON,ON,OFF,67.39
Meeting Hall,21,31.43,50.63,No,Day,ON,OFF,ON,61.5
Meeting Hall,67,33.99,56.57,Yes,Day,ON,OFF,ON,68.3
Floor,3,34.47,54.83,No,Night,OFF,ON,OFF,43.73
Meeting Hall,82,34.54,51.75,No,Day,ON,ON,ON,80.41
Office,28,20.68,44.53,No,Day,OFF,ON,OFF,31.87
Office,57,20.05,79.45,Yes,Night,ON,ON,OFF,45.18
Corridor,57,32.88,74.17,No,Night,ON,ON,ON,58.17
Meeting Hall,53,24.51,69.33,No,Day,ON,OFF,ON,67.64
Floor,27,24.07,72.09,No,Day,ON,OFF,ON,67.11
Floor,76,27.07,71.87,Yes,Day,ON,OFF,OFF,63.98
Floor,38,25.67,33.74,No,Night,ON,ON,OFF,58.63
Corridor,56,21.79,58.74,No,Day,ON,ON,ON,56.75
Office,63,32.36,53.54,No,Night,OFF,OFF,ON,48.28
Floor,91,33.46,39.94,No,Day,ON,ON,ON,91.91
Office,29,30.71,43.06,Yes,Night,OFF,ON,OFF,35.28
Corridor,85,18.82,37.07,Yes,Day,ON,ON,ON,55.57
Meeting Hall,49,20.0,53.66,No,Night,ON,OFF,ON,51.5
Meeting Hall,53,23.88,42.82,Yes,Night,ON,OFF,OFF,49.76
Meeting Hall,22,27.46,40.63,No,Day,ON,ON,OFF,53.5
Floor,17,28.36,57.44,Yes,Night,ON,ON,ON,56.82
Meeting Hall,80,19.7,40.63,No,Night,OFF,OFF,ON,51.07
Floor,53,34.32,59.48,No,Night,ON,OFF,OFF,60.71
Corridor,94,27.0,37.78,No,Day,ON,OFF,ON,60.79
Corridor,27,25.34,65.28,No,Day,ON,ON,ON,54.08
Floor,7,21.25,45.16,No,Night,ON,ON,ON,59.22
Office,31,34.16,68.17,No,Night,ON,OFF,OFF,46.2
Meeting Hall,5,25.61,69.83,Yes,Day,OFF,OFF,OFF,34.41
Meeting Hall,71,20.0,79.29,No,Night,ON,ON,OFF,54.93
Meeting Hall,85,28.44,30.83,No,Day,OFF,ON,ON,60.38
Floor,39,23.95,70.49,Yes,Night,ON,ON,ON,62.47
Corridor,50,31.74,54.09,No,Day,ON,ON,ON,59.52
Meeting Hall,46,27.27,36.14,Yes,Day,ON,ON,ON,68.49
Corridor,94,19.8,67.89,No,Day,ON,OFF,ON,57.55
Meeting Hall,69,30.76,33.29,Yes,Day,ON,ON,OFF,63.25
Meeting Hall,67,23.18,73.38,No,Day,ON,ON,ON,68.08
Floor,6,24.94,61.62,Yes,Day,ON,ON,ON,58.47
Office,97,31.19,39.43,No,Day,OFF,OFF,ON,58.49
Floor,26,19.81,64.04,No,Day,ON,OFF,ON,60.29
Meeting Hall,65,34.62,38.36,No,Night,OFF,ON,ON,57.61
Meeting Hall,53,29.94,58.27,No,Day,ON,ON,ON,68.95
Office,13,21.27,30.25,No,Day,OFF,ON,ON,36.68
Corridor,92,18.99,76.86,Yes,Day,ON,ON,ON,60.27
Corridor,21,27.26,33.2,No,Night,ON,ON,ON,45.95
Meeting Hall,68,24.45,67.49,Yes,Night,OFF,OFF,ON,50.54
Corridor,55,18.5,65.25,Yes,Day,ON,ON,ON,47.49
Meeting Hall,81,28.36,62.58,No,Night,ON,OFF,ON,66.12
Office,59,23.25,31.96,Yes,Night,ON,ON,ON,45.51
Office,50,23.47,62.78,No,Day,ON,ON,OFF,56.8
Meeting Hall,15,20.76,60.64,No,Night,OFF,ON,ON,42.08
Office,5,20.39,61.63,No,Day,OFF,ON,ON,41.97
Floor,0,20.45,56.91,No,Day,OFF,ON,ON,52.28
Floor,11,33.06,46.52,No,Day,OFF,OFF,ON,60.79
Office,23,27.06,41.71,No,Day,ON,ON,ON,52.17
Meeting Hall,74,25.98,52.82,No,Day,ON,ON,ON,72.8
Meeting Hall,42,29.98,49.25,No,Day,OFF,OFF,ON,56.26
Office,33,23.44,64.39,No,Day,ON,OFF,OFF,49.37
Corridor,92,31.98,43.53,No,Day,ON,OFF,OFF,55.34
Floor,95,21.35,69.59,No,Day,ON,OFF,OFF,72.21
Corridor,56,31.65,78.99,No,Day,OFF,ON,ON,50.6
Meeting Hall,20,18.95,64.93,No,Day,ON,ON,ON,59.6
Meeting Hall,39,20.67,55.62,Yes,Night,OFF,ON,OFF,37.38
Corridor,32,33.18,38.57,Yes,Day,ON,OFF,ON,49.23
Office,32,19.85,79.11,Yes,Day,ON,ON,ON,49.39
Corridor,27,22.17,43.64,Yes,Day,OFF,ON,OFF,33.29
Corridor,99,18.73,58.42,Yes,Day,OFF,ON,ON,47.85
Floor,64,28.18,52.13,No,Day,ON,ON,ON,74.93
Floor,75,23.57,39.97,No,Day,ON,ON,ON,76.88
Corridor,45,28.77,69.04,No,Night,ON,ON,OFF,43.85
Corridor,32,19.46,35.89,Yes,Day,OFF,ON,OFF,28.06
Meeting Hall,68,24.72,51.49,No,Day,ON,ON,OFF,65.25
Floor,65,24.32,40.57,No,Day,ON,ON,ON,74.65
Floor,35,27.13,57.48,No,Night,OFF,ON,OFF,52.89
Meeting Hall,87,23.02,73.04,No,Night,ON,OFF,OFF,57.92
Office,53,34.74,74.54,No,Day,ON,ON,OFF,59.85
Floor,49,23.37,56.52,No,Day,OFF,OFF,ON,61.79
Floor,50,29.84,42.08,No,Night,OFF,ON,OFF,51.25
Office,51,24.23,49.17,Yes,Day,OFF,ON,ON,45.79
Floor,20,27.07,64.44,No,Day,ON,OFF,OFF,58.77
Floor,29,21.85,44.39,Yes,Day,OFF,ON,OFF,48.25
Office,14,20.94,37.67,No,Day,OFF,ON,OFF,33.38
Office,8,34.53,43.91,No,Night,ON,OFF,OFF,37.04
Corridor,31,27.2,36.08,Yes,Night,ON,ON,ON,40.03
Meeting Hall,71,25.83,43.83,Yes,Night,ON,ON,ON,60.14
Meeting Hall,22,28.91,32.18,Yes,Day,OFF,OFF,ON,44.32
Office,26,21.8,33.12,Yes,Day,OFF,ON,ON,42.31
Office,41,31.97,72.92,Yes,Day,OFF,OFF,OFF,39.91
Floor,7,22.22,38.91,Yes,Night,ON,ON,ON,46.71
Corridor,92,27.22,72.19,Yes,Night,ON,ON,ON,53.74
Corridor,10,20.16,79.79,Yes,Day,ON,ON,ON,43.98
Office,20,27.77,49.52,No,Day,OFF,ON,ON,45.76
Floor,43,26.21,52.39,No,Day,OFF,OFF,OFF,53.32
Floor,38,22.77,44.3,Yes,Night,ON,OFF,OFF,48.86
Meeting Hall,93,23.23,35.96,No,Day,ON,ON,OFF,67.98
Meeting Hall,32,18.17,61.84,No,Day,OFF,OFF,ON,50.29
Floor,66,18.46,72.4,No,Day,ON,ON,ON,79.06
Meeting Hall,54,28.21,63.47,No,Day,OFF,ON,OFF,54.33
Office,12,30.21,35.47,No,Night,ON,OFF,ON,44.19
Floor,35,27.3,60.33,No,Night,OFF,ON,OFF,47.89
Meeting Hall,86,19.39,61.96,No,Night,ON,ON,OFF,56.61
Corridor,25,33.99,64.49,No,Night,ON,ON,ON,47.56
Floor,73,30.13,33.47,No,Day,OFF,ON,ON,71.06
Floor,37,22.04,64.91,No,Day,ON,ON,ON,65.47
Corridor,99,29.42,60.23,No,Day,ON,OFF,OFF,59.38
Office,22,19.89,73.41,No,Night,OFF,OFF,ON,33.59
Corridor,7,31.25,38.26,No,Day,ON,ON,ON,53.6
Floor,13,26.18,33.11,No,Day,OFF,ON,ON,56.9
Office,23,24.96,70.64,Yes,Day,ON,ON,ON,46.55
Meeting Hall,81,18.16,35.15,No,Day,ON,ON,OFF,60.58
Meeting Hall,39,29.09,49.01,Yes,Night,ON,OFF,ON,53.43
Meeting Hall,100,32.09,73.45,No,Night,ON,OFF,ON,65.18
Floor,24,22.9,43.91,No,Day,OFF,OFF,ON,54.01
Corridor,83,18.2,52.08,Yes,Day,OFF,OFF,ON,42.25
Office,24,31.18,60.71,No,Night,ON,OFF,ON,50.22
Meeting Hall,16,28.81,61.96,Yes,Night,ON,ON,ON,50.87
Office,3,31.21,59.7,No,Day,OFF,ON,OFF,36.9
Floor,84,27.15,33.03,Yes,Day,ON,ON,ON,71.02
Meeting Hall,83,25.84,68.92,No,Day,ON,OFF,ON,72.92
Floor,80,21.73,69.75,No,Day,ON,ON,ON,76.72
Corridor,98,19.34,35.22,No,Night,ON,ON,ON,52.86
Floor,40,26.01,66.98,No,Day,ON,ON,OFF,69.02
Floor,59,32.76,55.19,Yes,Day,ON,OFF,OFF,62.26
Corridor,86,19.01,30.63,No,Day,ON,OFF,ON,59.61
Office,84,34.81,64.71,Yes,Day,OFF,ON,ON,61.76
Corridor,42,34.1,53.04,Yes,Day,ON,OFF,ON,50.18
Corridor,53,28.89,36.33,Yes,Day,ON,ON,ON,54.6
Floor,51,33.54,38.79,No,Day,ON,OFF,OFF,63.2
Office,20,27.41,67.89,No,Day,OFF,ON,OFF,37.84
Meeting Hall,23,24.88,77.26,Yes,Day,ON,ON,ON,61.16
Corridor,36,27.72,38.2,Yes,Day,ON,ON,OFF,47.7
Office,81,32.9,50.12,Yes,Day,OFF,ON,OFF,48.1
Corridor,43,34.28,45.98,No,Day,ON,OFF,OFF,48.85
Corridor,82,32.25,59.34,No,Day,ON,OFF,ON,62.75
Corridor,4,21.05,39.76,Yes,Day,OFF,ON,ON,24.67
Corridor,60,28.06,58.95,No,Night,ON,ON,ON,52.64
Floor,43,25.56,71.56,No,Night,ON,OFF,ON,64.01
Office,90,26.18,62.06,No,Day,ON,ON,ON,74.19
